-0.020511,0.005526,0.997622
-0.020119,0.007569,0.995889
-0.02038,0.006772,0.999677
-0.020207,0.007072,0.999551
-0.021208,0.00738,0.998336
-0.020709,0.005794,0.999082
-0.020838,0.006761,0.998219
-0.019627,0.005396,0.998348
-0.020076,0.006043,1.000354
-0.020879,0.006933,1.001811
-0.021248,0.005574,1.000063
-0.022228,0.007535,0.999315
-0.020734,0.008203,0.9968
-0.022444,0.005967,1.00031
-0.020989,0.007994,0.998936
-0.020836,0.005689,1.00012
-0.020775,0.006992,0.997363
-0.022506,0.006388,0.999757
-0.021529,0.007656,1.000162
-0.02031,0.007292,0.99766
-0.019418,0.006261,0.999372
-0.021945,0.005925,0.997993
-0.021018,0.00653,-0.020128
-0.01942,0.006501,0.999065
-0.021861,0.006919,0.999381
-0.020938,0.007646,1.000341
-0.019625,0.0067,0.995592
-0.020356,0.008303,1.000085
-0.020505,0.007496,0.998877
-0.022333,0.007342,0.998405
-0.02098,0.007031,0.999922
-0.020064,0.006206,0.99889
-0.018162,0.005212,1.00029
-0.021544,0.006352,0.998533
-0.021574,0.00746,0.99919
-0.020902,0.006709,0.998768
-0.027713,0.009797,1.009438
-0.021794,0.007798,0.996873
-0.021093,0.007383,0.9987
-0.019625,0.008085,0.998621
-0.021547,0.005999,0.999512
-0.027207,0.00174,0.987968
-0.021564,0.006022,1.001095
-0.020989,0.00627,1.002246
-0.019825,0.006674,0.997786
-0.02021,0.00492,0.998358
-0.020637,0.007575,1.000035
-0.022302,0.007496,1.000778
-0.020522,0.007341,1.00089
-0.01967,0.006761,0.999855
-0.022104,0.007466,0.998889
-0.021349,0.007115,1.00102
-0.022194,0.007211,1.002365
-0.01798,0.005839,0.992971
-0.021159,0.005236,0.997813
-0.021758,0.007769,0.999248
-0.022003,0.006102,0.997504
-0.02029,0.00572,0.998775
-0.01877,0.007026,0.998262
-0.021641,0.006997,1.000901
-0.020238,0.008064,1.000635
-0.019921,0.006469,0.996084
-0.02163,0.006923,0.999989
-0.021478,0.006461,0.997678
-0.053578,0.00699,
-0.012966,0.007167,1.021001
-0.020822,0.006637,1.002545
-0.021552,0.007431,0.997119
-0.021689,0.006983,0.999806
-0.02167,0.006125,0.999633
-0.022492,0.007813,1.001324
-0.056327,0.000261,1.016147
-0.022247,0.007026,1.002124
-0.020829,0.007716,1.001131
-0.020411,0.006024,0.998468
-0.022237,0.004898,0.993926
-0.02047,0.005668,0.999143
-0.020719,0.006579,0.998464
-0.023204,0.006384,0.998483
-0.021966,0.006963,0.998041
-0.022563,0.00698,0.998411
-0.021065,0.008076,1.000336
-0.021565,0.007805,0.997663
-0.019626,0.0066,1.001562
-0.01979,0.007121,0.999303
-0.020433,0.007657,0.997413
-0.019886,0.005905,0.99944
-0.021292,0.006089,0.99756
-0.019277,0.007613,1.000269
-0.021127,0.007071,1.002542
-0.019242,0.004342,0.997627
-0.020922,0.007923,0.998327
-0.021588,0.006707,1.002062
-0.020331,0.007854,0.998568
-0.021644,0.007594,0.999981
-0.020819,0.00626,0.997311
-0.022336,0.006455,1.000426
-0.020864,0.007448,0.999307
0.118606,0.075268,0.851216
-0.021853,0.006178,0.994395
-0.020596,0.004908,1.001346
-0.020332,0.006726,1.000835
-0.020141,0.006765,0.999493
-0.021511,0.007276,0.999192
-0.02187,0.007882,0.998395
-0.020843,0.006648,0.99889
-0.020738,0.006782,0.999923
-0.020853,0.006542,1.000049
-0.02059,0.0062,-0.019003
-0.021995,0.007951,0.998821
-0.020164,0.007687,0.999969
-0.021099,0.007746,0.998513
-0.022287,0.007715,0.998948
-0.019905,0.00694,0.999245
-0.021111,0.005666,0.998112
-0.020839,0.006642,0.998464
-0.02104,0.006796,1.000473
-0.020709,0.006329,0.99804
-0.133402,-0.001867,0.956223
-0.021935,0.007415,0.999863
-0.016631,0.007268,1.014325
-0.019541,0.007992,0.996428
-0.022097,0.006388,1.000364
-0.022118,0.007663,0.999861
-0.020914,0.006902,0.999497
-0.022411,0.007604,0.99962
-0.021026,0.00749,0.997724
-0.021448,0.003866,0.999841
-0.020624,0.006667,1.000533
-0.021735,0.005837,-0.021829
-0.021778,0.006234,0.998475
-0.020735,0.0066,0.999986
-0.022288,0.009396,1.001425
-0.0198,0.007015,1.000401
-0.01931,0.007883,0.980165
-0.022108,0.00664,1.000909
-0.01926,0.005732,0.996636
-0.021132,0.00785,1.001558
-0.022645,0.004617,0.999475
-0.020196,0.006226,1.00017
-0.021293,0.005081,0.999643
-0.02221,0.00668,0.999265
-0.021679,0.006494,0.999811
-0.023309,0.008406,0.998947
-0.022443,0.005965,1.000188
-0.021777,0.007675,1.001199
-0.020356,0.006206,0.998527
-0.020742,0.007263,0.999369
-0.021867,0.006214,1.001339
-0.022427,0.005826,0.998972
-0.02251,0.006987,0.998958
-0.006054,0.018461,1.018015
-0.021013,0.008245,0.995035
-0.020623,0.006547,1.000717
-0.021196,0.005998,0.999936
-0.020824,0.006089,0.998166
-0.021013,0.006879,0.997731
-0.022169,0.00789,0.99858
-0.021847,0.006306,0.999206
-0.019418,0.006499,0.998943
-0.022293,0.008257,0.998455
-0.020315,0.007299,0.998148
-0.021389,0.007269,0.998886
-0.020763,0.006264,0.997676
-0.020483,0.00723,0.997358
-0.018075,0.014743,1.018874
-0.021032,0.009833,0.999462
-0.022471,0.005866,0.997388
-0.021118,0.007415,1.001015
-0.021485,0.006173,0.9989
-0.021939,0.007954,0.999126
-0.019562,0.006534,1.001258
-0.020647,0.006502,0.997428
-0.022088,0.006375,0.99945
-0.021703,0.005677,0.998055
-0.020822,0.005849,0.998473
-0.020944,0.005737,0.999023
-0.02234,0.006697,1.000301
-0.019982,0.006734,0.984325
-0.020992,0.007184,1.006499
-0.019889,0.006623,0.998396
-0.019696,0.006361,0.997424
-0.021152,0.007205,0.999007
-0.018603,0.004642,0.998228
-0.020764,0.00662,0.997002
-0.019821,0.006075,0.998585
-0.021176,0.007653,1.000464
-0.021192,0.006053,0.999448
-0.021115,0.00484,1.000132
-0.0218,0.009725,0.999408
-0.021871,0.007467,0.999253
-0.021522,0.006933,1.000901
-0.119644,-0.054236,0.886708
-0.02223,0.006035,0.996714
-0.020527,0.006557,0.997183
-0.019789,0.005871,1.001572
-0.020834,0.006279,0.998712
-0.02164,0.006876,1.001025
-0.020366,0.006754,0.998398
-0.019879,0.005718,0.999199
-0.021286,0.00632,0.996582
-0.020631,0.008221,0.9982
-0.019546,0.007999,0.996916
-0.02325,0.007217,1.001336
-0.187712,-0.025732,0.988865
-0.020839,0.004741,1.002202
-0.044075,-0.001877,0.976129
-0.022523,0.006392,0.995676
-0.021115,0.009051,1.008974
-0.019986,0.006597,0.996387
-0.022345,0.006703,1.000727
-0.021525,0.00676,1.001574
-0.019756,0.00666,0.996872
-0.022191,0.007919,1.000651
-0.021267,0.007143,0.998765
-0.019061,0.006667,0.99839
-0.020195,0.008618,1.001055
-0.023552,0.006143,0.998245
-0.01925,0.007814,0.99722
-0.021215,0.006226,0.989944
-0.019779,0.016259,1.020208
-0.020837,0.007294,0.997055
-0.020374,0.004413,0.992396
-0.020641,0.008905,1.003491
-0.020031,0.006578,0.994987
-0.020082,0.006527,1.000044
-0.022397,0.009148,1.000942
-0.018955,0.004704,0.997743
-0.021465,0.007174,1.000715
-0.020939,0.006026,0.997923
-0.022483,0.005466,0.999342
-0.019382,0.005381,0.997616
-0.02087,0.007099,1.00059
-0.022258,0.006488,0.998536
-0.021373,0.005882,1.00006
-0.020609,0.006766,0.998948
-0.040773,0.007122,0.982882
-0.020286,0.006921,1.001746
-0.048841,0.003414,0.968181
-0.022346,0.004709,0.993381
-0.019697,0.007569,1.000881
-0.022589,0.006539,1.001766
-0.021177,0.006448,0.997189
-0.021486,0.006477,0.981293
-0.022076,0.006971,1.002854
-0.022449,0.005005,0.996972
-0.020486,0.005926,1.000115
-0.020753,0.007693,0.999547
-0.019654,0.00668,0.998455
-0.019894,0.006035,0.999987
-0.022025,0.00631,0.999207
-0.020804,0.006852,1.00041
-0.020733,0.006954,0.999129
-0.021236,0.007833,1.000158
-0.022628,0.008372,1.001866
-0.021424,0.005694,0.999636
